driver_id,trip_id,total_miles,avg_speed,max_speed,hard_brakes,rapid_accels,night_drive,night_miles,claim
1,1_22,12.945363845831315,51.062887100598886,63.20666929290695,0,0,1,4.460743830918928,1
1,1_23,23.618328603916485,38.20480786717399,46.28887126149405,0,1,0,0.0,1
1,1_24,14.974390666399643,38.36557101475488,50.053443758749545,0,0,0,0.0,0
1,1_25,10.783848648535646,27.811869395763722,33.42110756111997,0,0,1,3.0047539039140014,0
1,1_26,17.44257093724632,35.15830566666421,43.51994019485441,0,0,1,6.486329366707344,1
1,1_27,13.880705915597503,42.42496791271222,53.30783470498078,0,0,0,0.0,1
1,1_28,10.7337832472059,37.12616638450824,39.80895637532322,0,0,0,0.0,1
1,1_29,4.263554851306726,38.37334079455092,43.06126873525311,0,0,0,0.0,0
1,1_30,14.528687228737216,22.422716086433688,25.087489859478737,0,0,1,10.023940744473068,0
1,1_31,9.142166855873292,36.3175104321197,48.025288186822245,0,0,0,0.0,0
1,1_32,13.119219643849505,38.66177035483959,41.78729131298968,0,0,0,0.0,1
1,1_33,20.063579089099143,41.55429327668466,53.313075318680674,0,2,0,0.0,1
1,1_34,22.86677451237621,43.85846552556501,50.04317947709117,0,0,0,0.0,0
1,1_35,17.400717016958055,22.554140130258073,37.191332538048975,3,0,1,4.884926344953972,1
1,1_36,15.762812560512343,54.714919729931566,51.88162752527508,0,0,0,0.0,0
1,1_37,16.63997741857055,57.27350214164185,59.60419511706116,0,0,0,0.0,1
1,1_38,21.500222973494793,45.82655241987707,64.48811044692678,0,0,1,12.718508593732265,0
1,1_39,13.517145232326458,40.665458158592045,47.17833904209066,0,0,0,0.0,0
1,1_40,20.856235467336596,47.5086898873126,66.6119206755466,0,1,1,14.193304468564104,0
1,1_41,18.18766905448848,33.01069571421254,37.942108882010544,0,0,0,0.0,0
1,1_42,20.77656018053348,46.087614722244396,44.63116717925389,0,1,0,0.0,1
1,1_43,17.954531613966772,24.184056005460576,41.56380124572812,0,0,1,10.821893701115389,0
1,1_44,16.164390100685843,42.34400892698696,53.69572512339559,0,0,0,0.0,1
1,1_45,9.707319590107954,38.749909696804224,56.15718743509909,0,1,0,0.0,0
1,1_46,19.283969912832635,48.41820066890062,61.18878317552108,1,0,0,0.0,1
1,1_47,21.547753424302634,23.977404589410746,27.71916851888005,0,0,0,0.0,1
1,1_48,7.9361705805381675,16.89896563367356,27.17073356062547,0,0,0,0.0,1
1,1_49,15.69120716029341,47.60133085375854,58.74738772433388,0,0,0,0.0,1
2,2_0,17.60583627866056,37.34161208084621,46.75390124420556,0,0,1,6.041120397999203,1
2,2_1,11.608677799224116,47.4943389972774,56.069918665364526,0,0,1,2.60139765964204,1
2,2_2,21.76792944784699,40.92126658434109,46.73427546520378,0,1,0,0.0,1
2,2_3,8.0890924231148,43.92827468259919,48.72555498681152,0,0,1,2.458086775058832,0
2,2_4,12.330498808132226,29.3024758871031,36.03105950366532,1,0,0,0.0,0
2,2_5,7.615710915771341,50.67222416571983,59.01478330523356,1,0,0,0.0,1
2,2_6,15.346905675663894,41.601905933170755,56.98310672050268,0,0,0,0.0,1
2,2_7,7.052162533455155,19.270165640087082,23.68324507513904,0,0,0,0.0,0
2,2_8,16.738542262254786,35.92921763649675,44.50739844629628,0,0,1,8.862834336228811,0
2,2_9,15.031695311811342,65.97673726595832,77.0921359790847,0,2,0,0.0,1
2,2_10,10.74231405407116,46.655852363134294,62.08228738536384,0,0,0,0.0,1
2,2_11,5.842969578924382,36.64392631881354,36.68986634319355,0,0,0,0.0,0
2,2_12,1.0,34.56504492067366,56.66711998191067,0,0,0,0.0,1
2,2_13,15.497387365078692,39.13899348178951,53.093024090239915,0,0,0,0.0,1
2,2_14,10.149252401742938,31.123043442854403,47.80196512445556,0,0,0,0.0,1
2,2_15,16.291144116613477,55.64718021669904,63.83832782947819,0,1,0,0.0,1
2,2_16,20.73906330366782,16.057396950995283,22.12456807547444,0,1,0,0.0,1
2,2_17,16.016941203099716,29.914639580568924,43.44888778506418,0,1,1,11.391397703428524,0
2,2_18,13.464583908327116,32.46472419642622,37.30341084353704,0,0,0,0.0,0
2,2_19,16.671475642488573,40.51142058552162,46.683744198373056,0,0,0,0.0,0
2,2_20,15.939867937430522,25.518727405849525,35.1788261259275,0,0,0,0.0,1
2,2_21,21.239749925297158,37.47482665697035,49.292098346165716,2,1,1,9.856374338805763,0
2,2_22,16.17724184154965,56.11116148499621,59.9992899222967,0,0,1,6.598627656608959,1
2,2_23,8.59465396577084,35.76393393539162,43.16099187111456,1,1,1,2.156326170243379,1
2,2_24,11.816923584488821,45.41131610804531,59.22594851973,0,0,0,0.0,0
2,2_25,7.881327823004699,44.463221475430636,50.43022695389377,0,0,0,0.0,1
2,2_26,12.796737892151288,40.32107673970935,51.66564397810235,0,0,0,0.0,1
2,2_27,9.797069737437834,15.872196690705099,33.92688166576457,1,0,0,0.0,1
2,2_28,9.43305979039076,45.79561142476477,58.4181483011952,0,0,1,3.56397256011186,1
2,2_29,14.289983927962393,46.15256766968561,47.499209642149516,0,1,0,0.0,0
2,2_30,17.93629583401396,43.19400263791229,48.84876639858838,0,0,0,0.0,1
2,2_31,10.487884526037437,36.57659061336118,46.168651764935575,0,0,1,5.429842461713711,1
2,2_32,18.924220183040674,42.7236975527424,49.15432343255998,0,0,0,0.0,0
2,2_33,17.100942993624688,43.87703141262015,53.04239176207732,0,0,1,10.341940397201737,1
2,2_34,12.495775152820276,35.645925270560376,43.25040941600047,0,0,0,0.0,0
2,2_35,13.771192499935493,49.5205365313989,48.261650078303674,0,0,0,0.0,0
2,2_36,13.994476727405848,51.12965891660264,59.904355660649124,0,0,0,0.0,1
2,2_37,17.792744796371117,37.784638842692,51.02206229623937,0,0,1,3.5717126992296357,0
2,2_38,8.920545379479346,24.365220521313116,37.793965697686424,0,0,0,0.0,0
2,2_39,7.516806550483368,30.771135581047325,48.07702991464897,0,1,0,0.0,0
2,2_40,17.74369409432063,38.12329009071548,49.51400872298861,0,0,0,0.0,1
2,2_41,20.008726988257536,51.87725093261936,56.774135835052675,1,1,0,0.0,0
2,2_42,15.057256458353272,37.00735296114743,41.932013432503354,0,1,1,5.88798159562459,1
2,2_43,17.212728121020266,52.49665267043777,65.67350838474415,0,0,0,0.0,1
2,2_44,12.219040205754375,27.201590423599797,45.610673520103916,0,0,1,6.79743164620973,0
2,2_45,16.013986384488895,29.06528629538017,41.05024281787437,0,1,0,0.0,1
2,2_46,15.05722719545733,42.48787309801083,52.70893498853182,0,0,0,0.0,1
2,2_47,17.556109072737673,43.91264659933235,44.979109042491956,0,0,0,0.0,0
2,2_48,10.774773360154246,29.163011726419395,40.88603625017118,0,0,0,0.0,1
2,2_49,13.40446701494551,42.172311948105246,51.161895721158224,1,0,0,0.0,1
3,3_0,16.366020114260614,28.605709989084254,36.19950436975719,0,2,0,0.0,1
3,3_1,15.154586390163495,38.82389144574879,54.8948405903913,0,0,0,0.0,1
3,3_2,11.235540413856896,31.056539539224712,39.42522951410951,0,0,0,0.0,0
3,3_3,23.768455133505405,39.067013503465084,49.722302633695804,0,0,0,0.0,1
3,3_4,13.190837314578292,35.10249817098791,49.645504970448464,0,0,0,0.0,1
3,3_5,5.315165336472923,46.66572668609533,51.755629586943826,0,0,1,1.9499641517266582,0
3,3_6,8.289124168145465,35.93056251227441,43.00619183760941,0,0,0,0.0,1
3,3_7,5.540268733440447,20.41408559602969,30.352489131383134,0,0,1,4.105256648733348,1
3,3_8,9.44447549541221,28.280284070992053,32.81366478155514,0,0,0,0.0,1
3,3_9,10.834816386019941,34.422711125047854,42.380767988774224,0,0,1,5.96496423202038,1
3,3_10,17.39437769260231,24.643579300738807,36.592037827338814,1,0,1,4.73811024459478,1
3,3_11,8.614917775148859,40.69919580994825,45.31796980835441,0,0,0,0.0,1
3,3_12,20.78753879010567,54.36301756563291,67.01008460126152,0,0,0,0.0,0
3,3_13,12.142753904016313,38.338421580502676,57.74929598152292,0,0,0,0.0,0
3,3_14,17.241620329865796,51.65307535547177,69.89004534348842,0,0,0,0.0,1
3,3_15,19.329843192085768,42.1160973279505,56.54806712579026,0,0,0,0.0,0
3,3_16,1.0,43.828857363850496,35.586793237776575,0,0,1,0.40483224042903665,0
3,3_17,21.85270494307066,35.15969868427324,56.374300246288165,1,0,1,10.113295525065082,0
3,3_18,14.821946319049545,26.352583477984346,35.07342312128023,0,0,0,0.0,1
3,3_19,16.11561009203083,46.1681419968978,51.1695808535509,1,0,0,0.0,1
3,3_20,7.346423713716468,42.294817154636064,55.97273261677793,0,0,0,0.0,1
3,3_21,18.021561989027415,36.97380240529554,44.559851611672315,0,1,1,7.963442105086203,1
3,3_22,18.83411435892122,41.21177949299462,51.86560043255234,0,0,0,0.0,0
3,3_23,15.01496645599978,43.40209976868338,56.75249597969433,0,0,0,0.0,0
3,3_24,12.496276281215419,23.449046568148162,28.22382802021665,0,0,0,0.0,0
3,3_25,16.699376805963517,43.16047870644286,55.20962099308632,0,0,1,9.45245328808929,0
3,3_26,14.976835138878274,50.4553227478968,66.3934947115024,0,0,0,0.0,0
3,3_27,19.93068158480384,34.422286540105766,48.45067973631827,1,0,0,0.0,0
3,3_28,10.70396990712215,34.62337423096977,47.33634654742957,2,0,1,5.227439752668261,1
3,3_29,22.36007283245067,41.4984241398728,53.554283729952616,0,0,0,0.0,1
3,3_30,20.661172860896237,33.55632879786977,43.25506956586333,0,1,0,0.0,0
3,3_31,13.85353673223846,24.072057402784722,29.507667469190586,0,0,0,0.0,1
3,3_32,16.218762402008238,38.487523532536244,50.650495791167,0,1,0,0.0,0
3,3_33,13.616499549571433,34.039111003438336,44.081639137054104,0,0,1,10.888476695984073,0
3,3_34,22.89592751490816,44.94556655322853,59.81388410994898,0,0,0,0.0,0
3,3_35,9.513311627264782,47.007231568595856,50.228161712963086,0,0,0,0.0,1
3,3_36,9.238755793616162,37.59562802929657,48.10578451549944,1,0,0,0.0,0
3,3_37,15.015542750928184,32.501866617154825,41.32271980628056,0,0,1,4.516682904593578,0
3,3_38,4.512745211949291,31.057926480205225,39.74255935792346,0,0,0,0.0,0
3,3_39,15.186139182107883,39.11203552287499,49.131016780982286,0,0,0,0.0,1
3,3_40,18.45052212382006,44.73087198027475,52.8096424158719,0,1,1,5.2090760332657355,0
3,3_41,18.489084195000025,41.106131225786775,51.11283045955921,2,0,0,0.0,0
3,3_42,10.074209838445867,31.391583214764296,53.67870367514375,0,0,0,0.0,0
3,3_43,14.41559906795738,30.021480167559744,39.59722750924969,1,0,0,0.0,0
3,3_44,19.273428650677808,31.997883033981495,45.16217260701803,0,0,1,11.328429077742207,0
3,3_45,14.295060512777907,55.31778890601053,70.35534276094333,1,0,0,0.0,0
3,3_46,22.424593933669254,29.417189491623628,32.804483825165235,0,0,0,0.0,0
3,3_47,11.438314677936457,31.204903713410573,52.61306809979088,0,0,0,0.0,1
3,3_48,1.7414583254039897,26.21990723152134,27.166813831619365,0,0,1,1.1364111106630017,1
3,3_49,17.054912884504375,47.825588257151594,53.32110328062872,0,0,1,9.313970613089761,1
4,4_0,9.386157838645026,28.158716681017278,38.59124439062459,0,0,0,0.0,0
4,4_1,22.759400600612445,52.769808321980435,57.763351158197715,0,0,0,0.0,1
4,4_2,5.961515701125336,38.284354897836515,40.48743872130847,0,0,0,0.0,0
4,4_3,11.857576349316052,47.74494703865371,57.55225572943665,0,0,1,5.139761648347731,0
4,4_4,12.764211713350267,39.50441162448417,48.9269172279895,1,0,0,0.0,1
4,4_5,13.125276550754323,43.730523184341784,50.61251973805072,0,0,0,0.0,0
4,4_6,20.968092859281885,18.293845902045884,18.223332927719436,0,0,1,8.35430969040966,1
4,4_7,25.017547052006712,48.24199619795863,59.090528923672686,0,1,0,0.0,1
4,4_8,11.69291553846592,28.42535367766578,33.59859770362196,1,0,1,5.718515417046741,0
4,4_9,2.596457450077292,30.035813739976106,46.20032341048959,0,0,0,0.0,1
4,4_10,17.019770103678056,45.65460419169093,64.83573339034103,0,0,0,0.0,0
4,4_11,12.196229179561271,39.777522051507894,41.96310032480865,0,0,0,0.0,0
4,4_12,18.710144514897454,21.220112340340922,25.846282271252353,1,2,0,0.0,1
4,4_13,11.010586181907524,44.27796398247133,56.4729191294158,0,2,1,4.19568207924454,0
4,4_14,13.735592768410843,45.62272871914493,49.16331737798648,0,0,1,4.030772917119938,0
4,4_15,12.46447359785879,35.89660026654891,44.62678687631001,0,0,1,4.816179252376255,0
4,4_16,16.88473892847686,28.730120897991362,45.37327623223854,1,2,1,4.6629089887356825,1
4,4_17,17.780376369115753,41.77261366948856,53.228770753725456,1,0,0,0.0,0
4,4_18,15.47091529116156,52.487577724105066,57.05473842615211,1,1,0,0.0,1
4,4_19,24.3115878069744,46.02652446306499,55.11402524981368,2,0,0,0.0,0
4,4_20,18.47335305814204,42.559068501042226,55.817809208057426,0,0,1,10.54225018496512,1
4,4_21,21.304686617814923,53.679074507209705,59.418280477381735,0,0,1,9.09680064962709,1
4,4_22,13.95295586480196,43.905305963195175,60.91123733836466,0,0,0,0.0,1
4,4_23,18.727494532624913,37.29071869842192,42.64577286276902,0,0,0,0.0,0
4,4_24,1.0,27.52682530305831,43.13102856007414,0,0,0,0.0,1
4,4_25,16.450201982417674,63.25779791881685,80.83999842176387,1,0,1,9.68769236132824,0
4,4_26,22.33590625354521,38.85790108222163,60.35584654740823,0,0,0,0.0,1
4,4_27,10.731203887062941,44.59705955014987,59.53982576247645,0,0,0,0.0,1
4,4_28,15.547426797235438,51.250439217080256,61.18336028245621,1,0,0,0.0,1
4,4_29,23.52926340272282,44.49978341346548,57.3163487810476,2,0,0,0.0,1
4,4_30,15.893704816431637,33.83706911807892,43.72364274145069,0,0,0,0.0,1
4,4_31,9.249572529238183,47.119770229910515,51.21237489026642,0,0,0,0.0,0
4,4_32,17.493597205348618,18.92807652670312,28.712408578498582,0,0,0,0.0,0
4,4_33,5.012666535550702,23.176735182089732,34.22819163752047,1,0,1,4.006613245777345,0
4,4_34,13.829372313585438,38.116158727356165,45.993845178446676,0,0,0,0.0,0
4,4_35,17.776801142542876,43.09391570156945,58.00131444811003,1,0,1,12.598456662479437,0
4,4_36,22.58184323362668,37.391001769991504,51.5906147956555,0,0,0,0.0,0
4,4_37,10.983799540241474,45.51191728701694,57.48946281882948,0,0,1,4.851849223267555,1
4,4_38,11.858144459402606,32.71389514740473,46.571561446214325,1,1,0,0.0,0
4,4_39,11.825934180142717,28.365262002077287,39.17555979739166,0,0,0,0.0,1
4,4_40,14.93530615948206,25.464007200683692,29.152060706397865,0,0,1,3.333359991048254,0
4,4_41,14.234870618968934,45.50202496026441,51.986679555775396,0,0,0,0.0,0
4,4_42,12.722360774982848,26.13557746729807,29.085728951878693,0,0,1,5.688244653188029,0
4,4_43,16.19300395464222,55.77768204931886,60.43971320409443,1,0,0,0.0,1
4,4_44,17.540395525995326,41.95263031479773,50.864206847624445,1,0,0,0.0,1
4,4_45,17.66064686940719,69.14244648415419,70.25751328752382,0,0,0,0.0,0
4,4_46,20.877532882543896,41.92421117768181,57.5844726197527,1,0,1,8.006119175096112,1
4,4_47,15.729691470723871,39.82962110662537,51.244964046675314,1,0,1,8.123985765097109,1
4,4_48,17.515243341884325,15.858921489689628,29.100891545883194,0,0,0,0.0,0
4,4_49,11.529307194271672,34.93397304028797,51.29838688406129,0,0,0,0.0,1
5,5_0,18.75898232917728,41.28621592491266,63.220974922782275,0,0,0,0.0,1
5,5_1,16.11983714186724,40.01999356415087,51.42977290112166,1,2,1,6.482011004432181,0
5,5_2,16.82262518996401,32.73984902299023,41.33684678879991,0,0,0,0.0,0
5,5_3,18.201068296643793,34.6168379713842,45.85657577564358,0,1,1,6.453508552052557,1
5,5_4,12.340612530286213,27.50940029321947,39.560460371617225,0,0,0,0.0,1
5,5_5,12.532993298086607,41.414194733405445,39.78733785903401,0,0,0,0.0,0
5,5_6,14.180232499865017,34.190398114685166,32.81171609607641,0,0,1,10.517983439788257,1
5,5_7,12.357869344422372,46.062911561087084,49.37099950446786,0,0,0,0.0,0
5,5_8,15.488019962477201,30.594697844987834,37.94833631148837,1,1,0,0.0,0
5,5_9,19.573120269934233,26.316657024488826,35.368879466792436,1,0,0,0.0,0
5,5_10,18.356140058068494,32.25348143737937,39.3684995804917,1,0,0,0.0,0
5,5_11,12.171806258224805,50.99191555547813,64.13589702352965,0,0,0,0.0,0
5,5_12,11.111970361258665,33.69917489744331,38.413400526751936,0,0,0,0.0,0
5,5_13,29.04784485048196,35.48615549035605,45.84624369994131,0,0,0,0.0,0
5,5_14,16.053334388623103,28.78568953982745,46.09746585719425,0,0,0,0.0,0
5,5_15,21.06441845861578,51.091698114921314,53.13163310371404,0,0,0,0.0,0
5,5_16,13.496177075766326,21.478381445987985,29.849890895619343,0,0,1,4.054508018043313,1
5,5_17,17.212273024848557,36.95573237143333,44.90748772959332,1,1,1,12.217927436082556,0
5,5_18,5.130830650705182,42.7380384532352,52.70245417759262,0,0,1,4.074735627327358,1
5,5_19,13.695857707977083,18.92310612385597,32.769287164041614,0,0,1,5.2307390406057355,0
5,5_20,22.794081238995428,31.238900757720423,40.10662783499973,1,0,0,0.0,0
5,5_21,16.09792463589972,37.4129409831427,54.804335661722995,0,0,0,0.0,1
5,5_22,8.448516251172805,19.622714922652822,29.786191048919175,0,0,0,0.0,1
5,5_23,13.50331046124139,46.721143150964366,59.096783487704414,0,0,1,3.959687419916406,0
5,5_24,18.278090305856914,29.15389377563762,46.216459125442654,2,0,1,9.681834387522004,1
5,5_25,19.359671832597257,34.3819345647441,41.30097086479063,0,1,0,0.0,0
5,5_26,6.869577556867418,47.248546715562,64.35907846517978,0,0,0,0.0,0
5,5_27,15.998175089557572,24.387970778111196,37.10226190049917,0,0,0,0.0,0
5,5_28,12.092030328591974,24.489805876519455,36.75489965808031,0,0,1,3.8792320540762626,1
5,5_29,14.34986969250755,46.191050184648525,50.38649040271483,0,0,1,10.66972121501466,1
5,5_30,17.54910353888059,45.51858771531292,40.932788311827586,0,0,0,0.0,0
5,5_31,7.66907008765229,29.062629382833293,44.19715811443639,0,0,0,0.0,1
5,5_32,9.913878294491793,48.662252008585284,62.324391057399474,0,0,1,6.34971817223014,1
5,5_33,23.02114552342507,39.66705260483062,43.85738057293018,0,0,1,8.166438413211546,1
5,5_34,4.098168956309056,36.20323529151827,37.18895430942885,0,0,0,0.0,1
5,5_35,16.22685504497666,22.236017036577053,28.966201368392444,0,1,1,9.581580691838196,0
5,5_36,15.82160329690958,33.59509928144574,42.240631146091054,0,0,0,0.0,0
5,5_37,12.84770833269021,47.96544030519997,56.78626908612906,0,0,0,0.0,0
5,5_38,5.534144193809475,42.17273158228624,60.04814572032989,0,0,1,2.3614336416493154,1
5,5_39,11.070116960343224,37.101243845251304,48.0931496483835,0,0,0,0.0,1
5,5_40,16.158302221182588,49.65170492728666,60.0910431126903,0,1,1,12.742483777609603,1
5,5_41,11.670611444397817,44.34009823450107,55.5993703109761,0,1,0,0.0,1
5,5_42,8.677290040260429,57.77182840257724,71.06581524440821,0,0,1,3.1193612327036035,1
5,5_43,11.698499419890055,45.81850439307078,58.20151922969068,0,1,0,0.0,1
5,5_44,17.825766894048847,13.981116849483112,25.00816948428941,0,1,0,0.0,0
5,5_45,18.684182654600257,35.3744428367542,50.35721725924622,0,0,0,0.0,1
5,5_46,11.182803413446697,26.208507486514122,31.236831944038524,0,0,1,4.53563522275145,0
5,5_47,8.876476111747298,51.589495823769,75.87668793946833,0,0,1,6.765156319559273,1
5,5_48,11.98640318484889,29.071047589012508,31.83602470693743,0,0,0,0.0,0
5,5_49,19.822753411196665,39.67662881304785,52.33009850317151,0,0,0,0.0,0
6,6_0,12.131770281734436,27.138699632912093,36.96632530773893,0,0,0,0.0,0
6,6_1,9.231625418001197,41.58448050499735,56.69651663179971,1,0,0,0.0,1
6,6_2,18.147020030511,41.31873813121152,55.412557882948725,1,0,1,4.656614288968401,1
6,6_3,16.28329365356131,22.855141045038785,29.28604355894523,0,0,1,9.142192561314802,1
6,6_4,11.00923321122583,42.113864750482676,54.066139410752086,0,0,0,0.0,0
6,6_5,15.313491516183571,41.07534180053634,52.150832479631525,0,0,0,0.0,0
6,6_6,14.85991107552128,41.931815798131986,62.964442333834,0,0,1,5.260899743642506,1
6,6_7,13.109803541342616,43.24089222320047,49.24686349873556,0,0,0,0.0,0
6,6_8,14.525173447036641,36.67831470160995,60.19824023800688,0,0,0,0.0,1
6,6_9,13.178113535533791,41.27362475656486,50.95608138437351,0,0,1,9.710123607101076,0
6,6_10,16.662661565488204,31.90546270902672,45.29288691948369,0,0,0,0.0,0
6,6_11,21.505791743260154,46.334215410273494,59.35918228866786,0,0,1,16.527111211604367,0
6,6_12,10.745901888086536,29.224167523962876,37.72590220368605,0,1,1,2.582169372118093,0
6,6_13,13.132955315880588,61.211434026336676,72.38358960874717,0,1,1,3.7019480760961354,1
6,6_14,25.054630562002572,45.489828740769106,59.12032054800078,0,0,0,0.0,0
6,6_15,14.09846488575233,40.14072082873505,49.064974999879404,0,0,1,6.024566924495519,1
6,6_16,20.404281024754354,37.056522764727504,44.77574178415071,1,0,0,0.0,0
6,6_17,23.891604533599114,31.335838613405613,41.40532966006817,1,1,0,0.0,1
6,6_18,11.029782291505732,29.003416541556586,40.174908343441075,0,0,1,6.4969676419667515,0
6,6_19,9.612193355663372,27.130925594636253,45.045072828502924,0,0,1,6.329881257870585,0
6,6_20,13.4751339064345,52.293757176501046,58.263789132342055,0,0,0,0.0,1
6,6_21,11.276883217807185,39.45295563150729,55.28131608092638,1,0,0,0.0,0
6,6_22,16.659977467284673,42.46683149610744,57.88976345342667,2,0,0,0.0,1
6,6_23,18.042258682148397,37.85725057445535,38.62556551885295,1,0,0,0.0,0
6,6_24,1.0,27.219116372881967,46.650062165662376,0,0,0,0.0,1
6,6_25,16.384793376096827,44.58559136212169,56.400637600694274,1,0,0,0.0,0
6,6_26,21.01350403268073,35.733950169409006,51.558672395349646,0,1,0,0.0,0
6,6_27,10.549896251181984,12.37324494326257,20.1997475746469,0,0,0,0.0,1
6,6_28,16.307102063649843,48.26407309893258,59.66028086860039,0,1,0,0.0,0
6,6_29,26.17193123098841,37.29603057904558,49.39335504331182,0,0,0,0.0,0
6,6_30,3.9026287068847374,54.69937230941231,65.54674166537862,0,0,0,0.0,0
6,6_31,12.542295869214172,40.84661280732764,64.68379226748894,0,0,0,0.0,1
6,6_32,4.726193461623531,38.114138669939905,52.172817219922415,1,0,0,0.0,1
6,6_33,18.108006565604857,39.62750747447873,50.61528888711625,1,0,0,0.0,1
6,6_34,22.849992424994735,30.019764067061224,38.25843889231238,0,0,0,0.0,0
6,6_35,10.584001844224378,47.88907883383239,52.385772512660594,0,0,0,0.0,1
6,6_36,17.522223238312343,33.00978146896074,43.22293659114948,1,0,0,0.0,1
6,6_37,11.929576123278158,23.911932907300283,37.25470962358396,0,0,1,3.5339412151519443,0
6,6_38,16.543996384240828,31.125361752578403,35.326165323743574,0,0,0,0.0,1
6,6_39,19.900954358359108,42.811731656434795,49.323945623453255,0,0,0,0.0,0
6,6_40,13.22706226374321,16.278044719364857,23.599470355517855,0,0,0,0.0,1
6,6_41,21.783815787319817,32.550170612743585,39.38974149869903,0,1,0,0.0,0
6,6_42,15.504683958675773,51.33789272564012,71.87231639203085,1,0,0,0.0,0
6,6_43,15.512361835515783,37.573809525997255,42.78375152249111,0,0,1,6.845339162548163,0
6,6_44,14.351318984057484,40.70113158733216,53.5570019187874,0,0,1,7.163604714668725,0
6,6_45,12.709590991659361,47.68965871573745,61.78517956029815,0,0,1,9.687728578382371,1
6,6_46,15.447963836842174,49.95938684822258,56.93639376732487,0,0,0,0.0,0
6,6_47,9.055599232011975,32.97245040178796,39.10202097687771,0,0,0,0.0,1
6,6_48,12.833836716884894,43.2774646995195,56.19831006628095,1,0,0,0.0,0
6,6_49,24.082634980700526,31.187615525639494,42.2748176021558,0,0,0,0.0,0
7,7_0,14.988748777479213,48.15316072171633,54.64432599038242,0,0,0,0.0,1
7,7_1,4.037282545962956,34.51927066755177,50.67864633899829,0,0,0,0.0,1
7,7_2,19.59711838323493,55.21700452736959,67.01098494690086,0,0,0,0.0,0
7,7_3,19.024402829311896,41.2374001441139,48.30482188951407,1,0,0,0.0,1
7,7_4,13.93101569075022,21.995213082658193,41.46045750977091,0,0,0,0.0,0
7,7_5,20.741282122579943,45.42195285724256,56.64536248467931,1,0,0,0.0,0
7,7_6,18.072200614462375,46.312383280671476,58.71358904323031,0,0,0,0.0,0
7,7_7,13.440543438723001,60.20639698775832,61.53151657753115,0,0,1,9.29488350326491,1
7,7_8,16.945187952168816,36.19961937807804,35.70358766527182,0,1,1,12.310445012761834,1
7,7_9,23.41191792670049,51.33568702875625,56.627999017607245,0,0,0,0.0,0
7,7_10,18.199680829003956,54.73413081441756,65.64870446506109,0,0,0,0.0,1
7,7_11,21.861711714332593,30.088936844126493,44.92893086689581,1,1,1,13.940039056373818,1
7,7_12,18.120921362347662,31.667374084627536,52.4606691381517,0,1,0,0.0,0
7,7_13,5.431101325855369,50.38289928983819,57.663985268074576,0,0,0,0.0,0
7,7_14,10.035765960830302,38.035015796018925,52.170879794125035,0,0,0,0.0,0
7,7_15,5.7159479902991706,33.21020685648018,43.172370373324426,0,0,1,2.3139706287076423,1
7,7_16,22.68678775948901,42.11460152363917,49.35447787858129,0,1,0,0.0,0
7,7_17,10.068799447417012,39.44314947350006,49.46976377575856,2,0,0,0.0,1
7,7_18,12.074057755364942,45.886401517374026,55.446869080527954,1,0,1,4.080654939797301,0
7,7_19,16.456026005657467,63.92676723018241,68.63983350686601,0,0,1,5.5265674887069745,1
7,7_20,12.070408947742076,42.68162780955316,47.92894677362445,0,0,0,0.0,0
